CUPS;PERIODO;POTENCIA CONTRATADA (kW)
ES0339000001064142ZS;1;2,3
ES0339000001064143ZQ;1;3,45
ES0339000001064144ZV;1;4,6
ES0339000001064145ZH;1;6,57
ES0339000001064146ZL;1;4,4
ES0339000001064147ZC;1;4,4
ES0339000001064148ZK;1;1,15
ES0339000001064149ZE;1;4,6
ES0339000001064150ST;1;4,4
ES0339000001064151SR;1;4,6
ES0339000001064152SW;1;2,2
ES0339000001064153SA;1;2,3
ES0339000001064154SG;1;5,75
ES0339000001064156SY;1;5,19
ES0339000001064156SY;2;5,19
ES0339000001064157SF;1;38
ES0339000001064157SF;2;38
ES0339000001064157SF;3;38
ES0339000001064158SP;1;1,15
ES0339000001064159SD;1;4,4
ES0339000001064160SX;1;9,2
ES0339000001064161SB;1;4,6
ES0339000001064162SN;1;1,1
ES0339000001064163SJ;1;4,6
ES0339000001064164SZ;1;4,6
ES0339000001064165SS;1;1,15
ES0339000001064166SQ;1;2,2
ES0339000001064167SV;1;6,57
ES0339000001064168SH;1;4,6
ES0339000001064169SL;1;1,15
ES0339000001064170SC;1;6,9
ES0339000001064171SK;1;6,57
ES0339000001064172SE;1;3,3
ES0339000001064173QT;1;5,19
ES0339000001064174QR;1;4,6
ES0339000001064175QW;1;2,2
ES0339000001064176QA;1;3,3
ES0339000001064177QG;1;5,75
ES0339000001064178QM;1;4,4
ES0339000001064179QY;1;3,3
ES0339000001064180QF;1;17,32
ES0339000001064180QF;2;17,32
ES0339000001064180QF;3;17,32
ES0339000001064182QD;1;5,19
ES0339000001064182QD;2;5,19
ES0339000001064183QX;1;3,3
ES0339000001064184QB;1;6,92
ES0339000001064185QN;1;4,4
ES0339000001064186QJ;1;4,4
ES0339000001064187QZ;1;4,6
ES0339000001064188QS;1;3,45
ES0339000001064189QQ;1;4,4
ES0339000001064191QH;1;4,4
ES0339000001064192QL;1;4,93
ES0339000001064193QC;1;4,6
ES0339000001064194QK;1;4,4
ES0339000001064196VT;1;5,19
ES0339000001064197VR;1;2,2
ES0339000001064198VW;1;3,3
ES0339000001064199VA;1;13,85
ES0339000001064200VG;1;3,45
ES0339000001064201VM;1;5,75
ES0339000001064202VY;1;3,3
ES0339000001064203VF;1;1,15
ES0339000001064204VP;1;4,4
ES0339000001064205VD;1;3,3
ES0339000001064206VX;1;4,4
ES0339000001064207VB;1;4,4
ES0339000001064208VN;1;1,1
ES0339000001064209VJ;1;1,1
ES0339000001064211VS;1;4,6
ES0339000001064212VQ;1;15,1
ES0339000001064212VQ;2;15,1
ES0339000001064212VQ;3;15,1
ES0339000001065000ME;1;3,45
ES0339000001065002YR;1;3,45
ES0339000001065003YW;1;4,4
ES0339000001065004YA;1;3,3
ES0339000001065005YG;1;4,6
ES0339000001065007YY;1;5,75
ES0339000001065008YF;1;4,6
ES0339000001065009YP;1;3,45
ES0339000001065010YD;1;4,6
ES0339000001065011YX;1;13,86
ES0339000001065012YB;1;3,3
ES0339000001065013YN;1;3,45
ES0339000001065014YJ;1;3,3
ES0339000001065015YZ;1;3,3
ES0339000001065016YS;1;6,93
ES0339000001065017YQ;1;4,6
ES0339000001065018YV;1;4,4
ES0339000001065019YH;1;4,6
ES0339000001065020YL;1;6,92
ES0339000001065022YK;1;4,6
ES0339000001065023YE;1;5,5
ES0339000001065024FT;1;5,5
ES0339000001065025FR;1;3,3
ES0339000001065026FW;1;3,45
ES0339000001065027FA;1;5,75
ES0339000001065028FG;1;6,9
ES0339000001065029FM;1;5,5
ES0339000001065030FY;1;1,15
ES0339000001065032FP;1;5,5
ES0339000001065033FD;1;4,4
ES0339000001065034FX;1;5,75
ES0339000001065035FB;1;5,75
ES0339000001065036FN;1;4,6
ES0339000001065037FJ;1;3,46
ES0339000001065038FZ;1;5,5
ES0339000001065039FS;1;3,45
ES0339000001065041FV;1;3,3
ES0339000001065042FH;1;3,81
ES0339000001065043FL;1;4,4
ES0339000001065044FC;1;3,45
ES0339000001065045FK;1;4,6
ES0339000001065046FE;1;9,86
ES0339000001065047PT;1;3,45
ES0339000001065048PR;1;4,6
ES0339000001065049PW;1;6,93
ES0339000001065050PA;1;5,19
ES0339000001065051PG;1;4,4
ES0339000001065052PM;1;3,3
ES0339000001065053PY;1;3,3
ES0339000001065054PF;1;4,6
ES0339000001065055PP;1;6,92
ES0339000001065056PD;1;4,4
ES0339000001065058PB;1;3,45
ES0339000001065059PN;1;3,45
ES0339000001065060PJ;1;4,4
ES0339000001065061PZ;1;10,39
ES0339000001065061PZ;2;10,39
ES0339000001065062PS;1;4,6
ES0339000001065063PQ;1;6,57
ES0339000001065064PV;1;3,29
ES0339000001065065PH;1;9,86
ES0339000001065066PL;1;3,3
ES0339000001065067PC;1;3,45
ES0339000001065068PK;1;4,93
ES0339000001065069PE;1;6,57
ES0339000001065070DT;1;3,3
ES0339000001065071DR;1;6,57
ES0339000001065072DW;1;5,19
ES0339000001065072DW;2;5,19
ES0339000001065073DA;1;3,45
ES0339000001065074DG;1;10,39
ES0339000001065075DM;1;1,1
ES0339000001065076DY;1;2,3
ES0339000001065077DF;1;5,75
ES0339000001065078DP;1;1,15
ES0339000001065079DD;1;2,2
ES0339000001065080DX;1;1,15
ES0339000001065081DB;1;4,6
ES0339000001065082DN;1;3,45
ES0339000001065083DJ;1;4,6
ES0339000001065084DZ;1;4,6
ES0339000001065086DQ;1;4,6
ES0339000001065087DV;1;3,3
ES0339000001065088DH;1;1,1
ES0339000001065089DL;1;3,3
ES0339000001065091DK;1;5,75
ES0339000001065092DE;1;3,3
ES0339000001065093XT;1;6,9
ES0339000001065094XR;1;1,1
ES0339000001065095XW;1;3,3
ES0339000001065096XA;1;4,6
ES0339000001065098XM;1;6,57
ES0339000001065099XY;1;5,19
ES0339000001065100XF;1;5,75
ES0339000001065101XP;1;4,6
ES0339000001065103XX;1;3,3
ES0339000001065104XB;1;2,2
ES0339000001065105XN;1;3,45
ES0339000001065107XZ;1;5,75
ES0339000001065108XS;1;2,2
ES0339000001065109XQ;1;4,6
ES0339000001065110XV;1;2,2
ES0339000001065112XL;1;2,2
ES0339000001065113XC;1;3,29
ES0339000001065114XK;1;2,2
ES0339000001065115XE;1;4,6
ES0339000001065115XE;2;4,6
ES0339000001065116BT;1;4,4
ES0339000001065117BR;1;5,19
ES0339000001065117BR;2;5,19
ES0339000001065119BA;1;4,4
ES0339000001065120BG;1;6,57
ES0339000001065122BY;1;6,9
ES0339000001065125BD;1;4,4
ES0339000001065126BX;1;4,6
ES0339000001065126BX;2;4,6
ES0339000001065128BN;1;4,4
ES0339000001065130BZ;1;4,6
ES0339000001065131BS;1;4,6
ES0339000001065132BQ;1;5,19
ES0339000001065134BH;1;3,45
ES0339000001065136BC;1;3,3
ES0339000001065137BK;1;4,4
ES0339000001065138BE;1;4,6
ES0339000001065139NT;1;2,2
ES0339000001065140NR;1;1,15
ES0339000001065141NW;1;3,3
ES0339000001065142NA;1;1,1
ES0339000001065143NG;1;1,15
ES0339000001065144NM;1;4,4
ES0339000001065145NY;1;3,3
ES0339000001065147NP;1;4,6
ES0339000001065148ND;1;4,6
ES0339000001065149NX;1;4,6
ES0339000001065150NB;1;3,3
ES0339000001065151NN;1;2,2
ES0339000001065152NJ;1;4,6
ES0339000001065153NZ;1;2,3
ES0339000001065154NS;1;3,45
ES0339000001065155NQ;1;5,19
ES0339000001065155NQ;2;5,19
ES0339000001065156NV;1;4,93
ES0339000001065157NH;1;4,6
ES0339000001065158NL;1;1,15
ES0339000001065159NC;1;4,4
ES0339000001065160NK;1;4,4
ES0339000001065161NE;1;4,4
ES0339000001065163JR;1;1,03
ES0339000001065164JW;1;4,4
ES0339000001065165JA;1;4,6
ES0339000001065166JG;1;4,6
ES0339000001065167JM;1;4,6
ES0339000001065168JY;1;4,4
ES0339000001065169JF;1;3,3
ES0339000001065170JP;1;5,5
ES0339000001065171JD;1;4,6
ES0339000001065173JB;1;23,01
ES0339000001065173JB;2;23,01
ES0339000001065173JB;3;23,01
ES0339000001065174JN;1;4,6
ES0339000001065175JJ;1;4,4
ES0339000001065176JZ;1;10,39
ES0339000001065177JS;1;4,4
ES0339000001065178JQ;1;4,6
ES0339000001065179JV;1;3,3
ES0339000001065180JH;1;3,46
ES0339000001065181JL;1;3,3
ES0339000001065182JC;1;3,45
ES0339000001065183JK;1;3,45
ES0339000001065185ZT;1;2,3
ES0339000001065186ZR;1;3,45
ES0339000001065187ZW;1;4,6
ES0339000001065188ZA;1;4,4
ES0339000001065189ZG;1;3,3
ES0339000001065190ZM;1;4,6
ES0339000001065190ZM;2;4,6
ES0339000001065192ZF;1;4,6
ES0339000001065193ZP;1;3,29
ES0339000001065194ZD;1;5,19
ES0339000001065194ZD;2;5,19
ES0339000001065195ZX;1;6,57
ES0339000001065196ZB;1;3,46
ES0339000001065197ZN;1;3,46
ES0339000001065197ZN;2;3,46
ES0339000001065198ZJ;1;5,19
ES0339000001065198ZJ;2;5,19
ES0339000001065199ZZ;1;3,46
ES0339000001065200ZS;1;3,46
ES0339000001065201ZQ;1;4,93
ES0339000001065203ZH;1;5,19
ES0339000001065204ZL;1;4,6
ES0339000001065205ZC;1;3,46
ES0339000001065205ZC;2;3,46
ES0339000001065206ZK;1;9,86
ES0339000001065207ZE;1;3,3
ES0339000001065208ST;1;5,5
ES0339000001065209SR;1;4,4
ES0339000001065210SW;1;5,19
ES0339000001065212SG;1;3,29
ES0339000001065213SM;1;4,93
ES0339000001065214SY;1;3,46
ES0339000001065215SF;1;5,19
ES0339000001065215SF;2;5,19
ES0339000001065216SP;1;5,2
ES0339000001065217SD;1;2,3
ES0339000001065218SX;1;5,19
ES0339000001065219SB;1;3,3
ES0339000001065220SN;1;9,86
ES0339000001065221SJ;1;3,46
ES0339000001065222SZ;1;3,3
ES0339000001065223SS;1;4,4
ES0339000001065225SV;1;5,5
ES0339000001065226SH;1;4,93
ES0339000001065227SL;1;4,6
ES0339000001065228SC;1;4,6
ES0339000001065229SK;1;4,93
ES0339000001065230SE;1;4,6
ES0339000001065231QT;1;4,4
ES0339000001065232QR;1;5,5
ES0339000001065233QW;1;4,4
ES0339000001065234QA;1;4,6
ES0339000001065235QG;1;5,5
ES0339000001065236QM;1;45
ES0339000001065236QM;2;45
ES0339000001065236QM;3;45
ES0339000001065237QY;1;6,9
ES0339000001065238QF;1;4,4
ES0339000001065239QP;1;4,4
ES0339000001065240QD;1;4,4
ES0339000001065241QX;1;4,6
ES0339000001065242QB;1;4,6
ES0339000001065243QN;1;4,6
ES0339000001065244QJ;1;4,6
ES0339000001065245QZ;1;4,4
ES0339000001065246QS;1;4,4
ES0339000001065247QQ;1;4,4
ES0339000001065248QV;1;3,45
ES0339000001065249QH;1;4,4
ES0339000001065250QL;1;4,4
ES0339000001065251QC;1;4,4
ES0339000001065252QK;1;4,6
ES0339000001065253QE;1;4,6
ES0339000001065254VT;1;4,6
ES0339000001065255VR;1;4,4
ES0339000001065256VW;1;4,6
ES0339000001065257VA;1;4,4
ES0339000001065258VG;1;4,6
ES0339000001065259VM;1;3,3
ES0339000001065260VY;1;4,6
ES0339000001065261VF;1;4,4
ES0339000001065262VP;1;4,4
ES0339000001065263VD;1;4,6
ES0339000001065264VX;1;3,3
ES0339000001065265VB;1;5,75
ES0339000001065266VN;1;6,57
ES0339000001065267VJ;1;5,19
ES0339000001065267VJ;2;5,19
ES0339000001065268VZ;1;6,92
ES0339000001065269VS;1;3,45
ES0339000001065270VQ;1;3,29
ES0339000001065271VV;1;3,45
ES0339000001065272VH;1;4,4
ES0339000001065273VL;1;4,4
ES0339000001065274VC;1;3,3
ES0339000001065275VK;1;10,39
ES0339000001065275VK;2;10,39
ES0339000001065276VE;1;1,15
ES0339000001065277HT;1;3,45
ES0339000001065278HR;1;4,4
ES0339000001065279HW;1;4,4
ES0339000001065280HA;1;2,3
ES0339000001065281HG;1;4,4
ES0339000001065282HM;1;4,6
ES0339000001065283HY;1;5,5
ES0339000001065285HP;1;3,46
ES0339000001065286HD;1;6,93
ES0339000001065286HD;2;6,93
ES0339000001065287HX;1;5,19
ES0339000001065287HX;2;5,19
ES0339000001065288HB;1;1,15
ES0339000001065289HN;1;4,6
ES0339000001065290HJ;1;13,85
ES0339000001065290HJ;2;13,85
ES0339000001065291HZ;1;4,93
ES0339000001065292HS;1;5,19
ES0339000001065292HS;2;5,19
ES0339000001065293HQ;1;10,39
ES0339000001065295HH;1;3,3
ES0339000001065296HL;1;4,6
ES0339000001065297HC;1;5,5
ES0339000001065298HK;1;3,3
ES0339000001065299HE;1;16,44
ES0339000001065299HE;2;16,44
ES0339000001065299HE;3;16,44
ES0339000001065300LT;1;2,2
ES0339000001065301LR;1;4,93
ES0339000001065303LA;1;5,75
ES0339000001065304LG;1;6,57
ES0339000001065305LM;1;6,57
ES0339000001065306LY;1;4,4
ES0339000001065307LF;1;4,6
ES0339000001065308LP;1;2,07
ES0339000001065309LD;1;2,3
ES0339000001065310LX;1;2,2
ES0339000001065311LB;1;2,2
ES0339000001065312LN;1;4,93
ES0339000001065313LJ;1;10,39
ES0339000001065313LJ;2;10,39
ES0339000001065314LZ;1;4,4
ES0339000001065315LS;1;3,29
ES0339000001065316LQ;1;5,19
ES0339000001065317LV;1;5,5
ES0339000001065318LH;1;4,6
ES0339000001065319LL;1;4,4
ES0339000001065320LC;1;6,6
ES0339000001065321LK;1;1,15
ES0339000001065322LE;1;4,6
ES0339000001065323CT;1;5,75
ES0339000001065324CR;1;3,3
ES0339000001065325CW;1;2,3
ES0339000001065326CA;1;2,3
ES0339000001065327CG;1;4,6
ES0339000001065329CY;1;3,45
ES0339000001065330CF;1;5,19
ES0339000001065331CP;1;3,29
ES0339000001065332CD;1;2,2
ES0339000001065333CX;1;3,45
ES0339000001065334CB;1;2,43
ES0339000001065335CN;1;1,15
ES0339000001065336CJ;1;2,2
ES0339000001065337CZ;1;9,86
ES0339000001065338CS;1;4,4
ES0339000001065339CQ;1;5,75
ES0339000001065340CV;1;3,3
ES0339000001065341CH;1;4,4
ES0339000001065342CL;1;3,29
ES0339000001065343CC;1;4,6
ES0339000001065344CK;1;3,45
ES0339000001065345CE;1;3,46
ES0339000001065346KT;1;3,3
ES0339000001065347KR;1;4,4
ES0339000001065348KW;1;4,6
ES0339000001065349KA;1;4,6
ES0339000001065350KG;1;4,4
ES0339000001065351KM;1;4,4
ES0339000001065353KF;1;3,3
ES0339000001065354KP;1;3,3
ES0339000001065355KD;1;4,6
ES0339000001065356KX;1;3,3
ES0339000001065357KB;1;5,75
ES0339000001065358KN;1;4,4
ES0339000001065359KJ;1;4,4
ES0339000001065360KZ;1;3,3
ES0339000001065362KQ;1;5,5
ES0339000001065363KV;1;3,45
ES0339000001065364KH;1;2,3
ES0339000001065365KL;1;4,6
ES0339000001065366KC;1;3,45
ES0339000001065367KK;1;3,3
ES0339000001065368KE;1;4,4
ES0339000001065370ER;1;3,3
ES0339000001065371EW;1;9,86
ES0339000001065372EA;1;3,3
ES0339000001065373EG;1;10,39
ES0339000001065375EY;1;4,4
ES0339000001065376EF;1;4,6
ES0339000001065377EP;1;3,46
ES0339000001065378ED;1;3,29
ES0339000001065379EX;1;5,19
ES0339000001065379EX;2;5,19
ES0339000001065380EB;1;3,46
ES0339000001065381EN;1;5,19
ES0339000001065381EN;2;5,19
ES0339000001065382EJ;1;3,46
ES0339000001065383EZ;1;3,46
ES0339000001065383EZ;2;3,46
ES0339000001065384ES;1;4,4
ES0339000001065385EQ;1;9,86
ES0339000001065386EV;1;6,92
ES0339000001065387EH;1;3,45
ES0339000001065388EL;1;2,2
ES0339000001065389EC;1;4,4
ES0339000001065390EK;1;5,75
ES0339000001065391EE;1;6,6
ES0339000001065392TT;1;6,92
ES0339000001065392TT;2;6,92
ES0339000001065393TR;1;3,3
ES0339000001065394TW;1;4,4
ES0339000001065395TA;1;4,6
ES0339000001065396TG;1;4,4
ES0339000001065397TM;1;3,45
ES0339000001065399TF;1;5,75
ES0339000001065401TD;1;4,93
ES0339000001066000AX;1;3,3
ES0339000001066001AB;1;4,6
ES0339000001066002AN;1;4,6
ES0339000001066003AJ;1;4,4
ES0339000001066004AZ;1;4,6
ES0339000001066005AS;1;5,75
ES0339000001066006AQ;1;3,3
ES0339000001066007AV;1;3,3
ES0339000001066008AH;1;5,75
ES0339000001066009AL;1;6,9
ES0339000001066010AC;1;4,4
ES0339000001066011AK;1;4,4
ES0339000001066012AE;1;4,6
ES0339000001066013GT;1;4,4
ES0339000001066014GR;1;4,4
ES0339000001066015GW;1;4,4
ES0339000001066016GA;1;5,75
ES0339000001066017GG;1;3,45
ES0339000001066018GM;1;5,75
ES0339000001066019GY;1;4,6
ES0339000001066020GF;1;3,3
ES0339000001066022GD;1;1,1
ES0339000001066023GX;1;4,6
ES0339000001066024GB;1;3,3
ES0339000001066026GJ;1;4,4
ES0339000001066027GZ;1;4,93
ES0339000001066029GQ;1;15,01
ES0339000001066029GQ;2;15,01
ES0339000001066029GQ;3;15,01
ES0339000001066031GH;1;3,3
ES0339000001066032GL;1;2,2
ES0339000001066034GK;1;5,5
ES0339000001066035GE;1;4,93
ES0339000001066036MT;1;5,19
ES0339000001066037MR;1;2,2
ES0339000001066038MW;1;4,4
ES0339000001066039MA;1;3,46
ES0339000001066040MG;1;5,19
ES0339000001066042MY;1;2,3
ES0339000001066043MF;1;4,6
ES0339000001066044MP;1;5,19
ES0339000001066044MP;2;5,19
ES0339000001066045MD;1;6,92
ES0339000001066046MX;1;3,45
ES0339000001066047MB;1;19,72
ES0339000001066047MB;2;19,72
ES0339000001066047MB;3;19,72
ES0339000001066048MN;1;3,46
ES0339000001066049MJ;1;6,9
ES0339000001066050MZ;1;4,6
ES0339000001066051MS;1;4,4
ES0339000001066052MQ;1;3,45
ES0339000001066053MV;1;15,01
ES0339000001066053MV;2;15,01
ES0339000001066053MV;3;15,01
ES0339000001066056MC;1;2,2
ES0339000001066057MK;1;4,4
ES0339000001066058ME;1;3,29
ES0339000001066059YT;1;3,46
ES0339000001066060YR;1;4,4
ES0339000001066061YW;1;3,45
ES0339000001066062YA;1;23,01
ES0339000001066062YA;2;23,01
ES0339000001066062YA;3;23,01
ES0339000001066063YG;1;3,3
ES0339000001066064YM;1;5,75
ES0339000001066065YY;1;3,3
ES0339000001066066YF;1;6,57
ES0339000001066067YP;1;6,92
ES0339000001066068YD;1;1,15
ES0339000001066070YB;1;3,46
ES0339000001066070YB;2;3,46
ES0339000001066072YJ;1;4,93
ES0339000001066073YZ;1;3,29
ES0339000001066074YS;1;9,86
ES0339000001066075YQ;1;3,3
ES0339000001066076YV;1;4,93
ES0339000001066077YH;1;5,75
ES0339000001066079YC;1;4,93
ES0339000001066080YK;1;2,2
ES0339000001066081YE;1;5,19
ES0339000001066082FT;1;1,1
ES0339000001066083FR;1;5,19
ES0339000001066085FA;1;5,19
ES0339000001066086FG;1;4,93
ES0339000001066087FM;1;3,29
ES0339000001066088FY;1;2,08
ES0339000001066091FD;1;2,3
ES0339000001066092FX;1;4,4
ES0339000001066093FB;1;3,46
ES0339000001066093FB;2;3,46
ES0339000001066094FN;1;4,4
ES0339000001066095FJ;1;4,6
ES0339000001066096FZ;1;15,01
ES0339000001066096FZ;2;15,01
ES0339000001066096FZ;3;15,01
ES0339000001066098FQ;1;1,15
ES0339000001066099FV;1;6,92
ES0339000001066100FH;1;6,92
ES0339000001066101FL;1;6,92
ES0339000001066101FL;2;6,92
ES0339000001066102FC;1;5,19
ES0339000001066102FC;2;5,19
ES0339000001066103FK;1;3,3
ES0339000001066105PT;1;3,46
ES0339000001066106PR;1;3,29
ES0339000001066107PW;1;3,46
ES0339000001066107PW;2;3,46
ES0339000001066108PA;1;3,46
ES0339000001066108PA;2;3,46
ES0339000001066109PG;1;5,19
ES0339000001066109PG;2;5,19
ES0339000001066110PM;1;5,19
ES0339000001066110PM;2;5,19
ES0339000001066111PY;1;3,45
ES0339000001066112PF;1;4,93
ES0339000001066113PP;1;4,93
ES0339000001066114PD;1;5,19
ES0339000001066114PD;2;5,19
ES0339000001066117PN;1;3,3
ES0339000001066118PJ;1;3,46
ES0339000001066118PJ;2;3,46
ES0339000001066119PZ;1;6,57
ES0339000001066121PQ;1;5,19
ES0339000001066121PQ;2;5,19
ES0339000001066123PH;1;1,04
ES0339000001066123PH;2;1,04
ES0339000001066124PL;1;6,92
ES0339000001066124PL;2;6,92
ES0339000001066125PC;1;4,93
ES0339000001066126PK;1;5,19
ES0339000001066126PK;2;5,19
ES0339000001066127PE;1;3,46
ES0339000001066128DT;1;5,75
ES0339000001066129DR;1;5,5
ES0339000001066130DW;1;5,5
ES0339000001066131DA;1;3,29
ES0339000001066132DG;1;3,46
ES0339000001066132DG;2;3,46
ES0339000001066133DM;1;3,29
ES0339000001066134DY;1;3,46
ES0339000001066135DF;1;3,46
ES0339000001066135DF;2;3,46
ES0339000001066136DP;1;3,46
ES0339000001066136DP;2;3,46
ES0339000001066137DD;1;6,57
ES0339000001066138DX;1;4,6
ES0339000001066139DB;1;3,45
ES0339000001066139DB;2;3,45
ES0339000001066140DN;1;3,29
ES0339000001066141DJ;1;4,6
ES0339000001066143DS;1;3,46
ES0339000001066143DS;2;3,46
ES0339000001066144DQ;1;2,42
ES0339000001066144DQ;2;2,42
ES0339000001066145DV;1;6,92
ES0339000001066145DV;2;6,92
ES0339000001066146DH;1;5,5
ES0339000001066147DL;1;5,5
ES0339000001066148DC;1;5,19
ES0339000001066148DC;2;5,19
ES0339000001066149DK;1;3,46
ES0339000001066149DK;2;3,46
ES0339000001066150DE;1;2,42
ES0339000001066150DE;2;2,42
ES0339000001066151XT;1;3,46
ES0339000001066151XT;2;3,46
ES0339000001066152XR;1;6,92
ES0339000001066152XR;2;6,92
ES0339000001066153XW;1;4,6
ES0339000001066154XA;1;4,6
ES0339000001066155XG;1;6,93
ES0339000001066155XG;2;6,93
ES0339000001066156XM;1;6,92
ES0339000001066157XY;1;4,93
ES0339000001066158XF;1;4,4
ES0339000001066159XP;1;3,29
ES0339000001066160XD;1;13,85
ES0339000001066160XD;2;13,85
ES0339000001066161XX;1;5,19
ES0339000001066161XX;2;5,19
ES0339000001066162XB;1;3,46
ES0339000001066162XB;2;3,46
ES0339000001066163XN;1;3,29
ES0339000001066164XJ;1;6,57
ES0339000001066165XZ;1;3,46
ES0339000001066165XZ;2;3,46
ES0339000001066166XS;1;3,46
ES0339000001066168XV;1;5,19
ES0339000001066171XC;1;4,6
ES0339000001066172XK;1;4,6
ES0339000001066173XE;1;4,6
ES0339000001066174BT;1;3,45
ES0339000001066175BR;1;3,45
ES0339000001066176BW;1;4,4
ES0339000001066177BA;1;9,86
ES0339000001066178BG;1;1,15
ES0339000001066179BM;1;1,1
ES0339000001066180BY;1;3,46
ES0339000001066180BY;2;3,46
ES0339000001066181BF;1;3,46
ES0339000001066181BF;2;3,46
ES0339000001066182BP;1;3,29
ES0339000001066183BD;1;4,93
ES0339000001066184BX;1;3,29
ES0339000001066185BB;1;4,93
ES0339000001066186BN;1;4,93
ES0339000001066188BZ;1;3,46
ES0339000001066189BS;1;6,92
ES0339000001066189BS;2;6,92
ES0339000001066191BV;1;3,46
ES0339000001066191BV;2;3,46
ES0339000001066192BH;1;3,46
ES0339000001066193BL;1;1,15
ES0339000001066194BC;1;6,57
ES0339000001066195BK;1;3,29
ES0339000001066196BE;1;4,93
ES0339000001066197NT;1;3,45
ES0339000001066197NT;2;3,45
ES0339000001066199NW;1;6,92
ES0339000001066200NA;1;4,4
ES0339000001066201NG;1;4,6
ES0339000001066202NM;1;4,93
ES0339000001066202NM;2;4,93
ES0339000001066202NM;3;4,93
ES0339000001066203NY;1;4,6
ES0339000001066204NF;1;3,45
ES0339000001066205NP;1;3,45
ES0339000001066206ND;1;3,29
ES0339000001066207NX;1;6,57
ES0339000001066208NB;1;3,46
ES0339000001066209NN;1;10,39
ES0339000001066210NJ;1;2,3
ES0339000001066211NZ;1;4,4
ES0339000001066212NS;1;3,46
ES0339000001066213NQ;1;3,46
ES0339000001066214NV;1;4,93
ES0339000001066215NH;1;4,6
ES0339000001066216NL;1;3,46
ES0339000001066216NL;2;3,46
ES0339000001066218NK;1;8,05
ES0339000001066219NE;1;4,93
ES0339000001066220JT;1;3,3
ES0339000001066221JR;1;3,45
ES0339000001066222JW;1;6,93
ES0339000001066223JA;1;4,6
ES0339000001066224JG;1;5,5
ES0339000001066225JM;1;6,9
ES0339000001066226JY;1;4,4
ES0339000001066227JF;1;5,19
ES0339000001066228JP;1;7,7
ES0339000001066230JX;1;4,6
ES0339000001066231JB;1;2,3
ES0339000001066232JN;1;3,46
ES0339000001066233JJ;1;4,4
ES0339000001066234JZ;1;2,2
ES0339000001066235JS;1;3,3
ES0339000001066238JH;1;3,3
ES0339000001066239JL;1;1,1
ES0339000001066241JK;1;4,93
ES0339000001066242JE;1;3,29
ES0339000001066243ZT;1;5,75
ES0339000001066244ZR;1;3,29
ES0339000001066246ZA;1;5,75
ES0339000001066247ZG;1;6,57
ES0339000001066249ZY;1;4,4
ES0339000001066250ZF;1;5,19
ES0339000001066250ZF;2;5,19
ES0339000001066251ZP;1;3,3
ES0339000001066252ZD;1;3,3
ES0339000001066253ZX;1;4,6
ES0339000001066254ZB;1;3,29
ES0339000001066255ZN;1;3,3
ES0339000001066256ZJ;1;6,9
ES0339000001066257ZZ;1;3,3
ES0339000001066258ZS;1;4,6
ES0339000001066259ZQ;1;4,6
ES0339000001066260ZV;1;3,46
ES0339000001066261ZH;1;3,3
ES0339000001066262ZL;1;10,39
ES0339000001066263ZC;1;5,5
ES0339000001066264ZK;1;5,75
ES0339000001066265ZE;1;2,3
ES0339000001066266ST;1;5,5
ES0339000001066267SR;1;3,45
ES0339000001066268SW;1;2,2
ES0339000001066269SA;1;3,3
ES0339000001066270SG;1;3,3
ES0339000001066271SM;1;4,6
ES0339000001067000TK;1;1,1
ES0339000001067002RT;1;1,15
ES0339000001067003RR;1;3,3
ES0339000001067004RW;1;4,6
ES0339000001067005RA;1;3,46
ES0339000001067006RG;1;4,4
ES0339000001067007RM;1;4,6
ES0339000001067008RY;1;1,1
ES0339000001067009RF;1;3,3
ES0339000001067010RP;1;3,45
ES0339000001067011RD;1;2,3
ES0339000001067012RX;1;3,46
ES0339000001067012RX;2;3,46
ES0339000001067013RB;1;4,4
ES0339000001067016RZ;1;5,19
ES0339000001067017RS;1;5,19
ES0339000001067018RQ;1;4,4
ES0339000001067019RV;1;4,93
ES0339000001067020RH;1;9,86
ES0339000001067023RK;1;10,39
ES0339000001067024RE;1;2,42
ES0339000001067026WR;1;3,46
ES0339000001067027WW;1;4,93
ES0339000001067028WA;1;3,3
ES0339000001067029WG;1;4,4
ES0339000001067030WM;1;4,4
ES0339000001067031WY;1;10,39
ES0339000001067032WF;1;1,15
ES0339000001067033WP;1;1,15
ES0339000001067034WD;1;5,19
ES0339000001067035WX;1;5,75
ES0339000001067036WB;1;3,45
ES0339000001067037WN;1;1,1
ES0339000001067038WJ;1;5,75
ES0339000001067038WJ;2;5,75
ES0339000001067039WZ;1;4,4
ES0339000001067040WS;1;5,5
ES0339000001067043WH;1;3,3
ES0339000001067044WL;1;4,4
ES0339000001067045WC;1;4,4
ES0339000001067046WK;1;1,1
ES0339000001067047WE;1;5,75
ES0339000001067048AT;1;9,52
ES0339000001067048AT;2;9,52
ES0339000001067048AT;3;9,52
ES0339000001067049AR;1;5,19
ES0339000001067050AW;1;3,46
ES0339000001067051AA;1;4,4
ES0339000001067052AG;1;3,45
ES0339000001067053AM;1;5,75
ES0339000001067054AY;1;4,6
ES0339000001067056AP;1;4,4
ES0339000001067057AD;1;3,3
ES0339000001067058AX;1;5,5
ES0339000001067059AB;1;4,4
ES0339000001067060AN;1;4,4
